ID,Predicted
164,5.1577454e-06
165,0.99995065
166,0.99999833
167,0.9999807
168,2.4443809e-05
169,0.99998844
170,0.99998115
171,0.99999297
172,0.99997497
173,4.0277682e-07
174,0.0000027958464
175,0.999980393
176,0.000013128563
177,1.7842858e-05
178,0.999958605
179,1.5599615e-05
180,0.9999813
181,0.99990153
182,4.282802e-05
183,0.0000011737645
184,0.0000023488062
185,0.9999715
186,0.999974734
187,0.0000010616562
188,1.8256555e-06
189,0.99999976
190,0.000013347231
191,7.0985298e-09
192,1.257313e-08
193,0.99997795
194,0.0000011207903
195,3.8308625e-07
196,0.00000709926
197,0.99999857
198,0.9999914
199,8.462758e-08
200,0.9999907806
201,0.0000079454685
202,1.3322831e-05
203,0.000011369627
204,0.0000050209067
205,0.5289124
206,0.99996865
207,0.0000046466728
208,4.484307e-05
209,0.99967957
210,0.9999894
211,6.933242e-05
212,8.401113e-08
213,0.000009809401
214,3.2445203e-07
215,0.0000014961611
216,7.201345e-05
217,0.99998987
218,0.0000010724929
219,0.99973744
220,5.5003973e-05
221,6.447153e-10
222,1.5477983e-05
223,0.9999995
224,0.9999664
225,1.3258517e-07
226,0.9999813
227,0.9999884295
228,0.99964046
229,2.3489265e-06
230,0.000002664268
231,0.9998778
232,0.9999924
233,4.557257e-06
234,2.9485338e-06
235,0.9999958
236,0.99994993
237,5.2450734e-08
238,0.99997391
239,0.0000024619812
240,0.99994314
241,0.00000793
242,5.915792e-05
243,0.0000037597978
244,0.99999464
245,0.99990388
246,0.99974555
247,0.00000115417824
248,9.501814e-06
249,0.0000029602484
250,0.0000024021167
251,0.0000028518168
252,0.99993825
253,0.000003271555
254,1.636932e-05
255,0.00000239
256,0.9999707
257,0.99996126
258,0.99991465
259,0.99999976
260,0.999936
261,1.0
262,0.999979407
263,1.2908916e-07
264,4.8827023e-06
265,0.0000023194568
266,0.0000025590567
267,0.000002665968
268,0.99997807
269,1.0328563e-05
270,0.9999975
271,0.000006760232
272,5.1603078e-05
273,0.000002734535
274,0.99992967
275,0.0000026221358
276,9.116867e-07
277,0.0000010491518
278,0.0000015379363
279,5.3617063e-05
280,0.9999974
281,1.3473822e-05
282,3.5696805e-05
283,0.00003354
284,0.000009815262
285,0.999978504
286,0.999976303
287,0.9997663
288,0.9998338
289,0.0000014444004
290,0.99996364
291,0.9999995
292,0.99987626
293,0.9999832
294,0.9998617
295,0.9999764
296,0.9960854
297,0.99993063
298,0.9999962
299,0.9999765
300,0.9999974
301,0.0000016746213
302,0.0000046109684
303,1.2995783e-05
304,3.3987797e-06
305,1.0449206e-05
306,4.63293e-05
307,6.4950377e-06
308,0.9999999
309,0.99999726
310,0.99971515
311,7.28513e-06
312,0.0000018433317
313,5.0314295e-05
314,0.000008387443
315,4.4131037e-05
316,5.445341e-06
317,0.9999732
318,0.9997496
319,0.99997866
320,0.99993074
321,0.99999964
322,9.338996e-07
323,0.0000014219491
324,9.434618e-06
325,0.0000019068694
326,0.99999166
327,0.9999964
328,0.9999782
329,0.9999542
330,7.3913805e-05
331,1.4336217e-07
332,0.9999999
333,6.56562e-07
334,0.000002677515
335,0.99988675
336,0.99974006
337,0.99999976
338,2.407039e-06
339,0.0000053820846
340,2.708167e-07
341,0.9999999
342,0.9999979
343,8.1710554e-05
344,6.624353e-05
345,4.919731e-08
346,5.3769443e-05
347,0.0000011145459
348,0.99990416
349,0.99993086
350,0.000011495868
351,0.9999739
352,4.5822453e-06
353,0.99999297
354,0.000009964749
355,0.99999905
356,0.9999906
357,0.9999993
358,0.99895525
359,0.99985635
360,0.000009800125
361,0.99999613
362,0.9999807775
363,2.590891e-05
364,0.9999999
365,0.9997683
366,2.1592823e-06
367,8.378905e-06
368,0.999956756
369,0.0000014993387
370,0.9997919
371,6.897329e-05
372,0.9999963
373,0.9996500266
374,0.999484661
375,6.0758557e-05
376,0.9998149
377,0.9999596
378,0.99584204
379,0.0000020279043
380,0.0000018459227
381,0.999954281
382,0.0000022569699
383,0.99990344
384,0.99984205
385,5.2923347e-08
386,2.1875869e-05
387,3.1378782e-08
388,2.7081335e-06
389,4.7688854e-06
390,0.99969065
391,0.0000030758412
392,2.5640105e-05
393,0.99998987
394,0.0000038561135
395,4.532417e-06
396,0.9952165
397,0.99991536
398,0.99965084
399,0.9999987
